Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Customer ID,,
POL36666009,Property,395884,1737.91,2017-11-28,2022-10-14,Annually,Lapsed,CUST00150301,,
POL96855506,Property,372430,1090.82,2023-07-11,2025-06-20,Quarterly,Terminated,CUST36148354,,
POL71516749,Health,410794,1725.84,2021-03-30,2028-05-30,Annually,Lapsed,CUST85581495,,
POL95480869,Property,476330,503.18,2023-09-10,2029-08-11,Annually,Terminated,CUST34007755,,
POL46131890,Life,36237,1482.65,2017-01-30,2024-10-07,Annually,Terminated,CUST06656632,,
POL64900151,Auto,68167,372.41,2021-10-19,2029-10-18,Annually,Active,CUST38688913,,
POL42034856,Auto,58538,796.73,2021-05-06,2024-04-24,Quarterly,Terminated,CUST61552560,,
POL60897326,Health,434814,1588.93,2018-04-14,2022-03-03,Annually,Lapsed,CUST97800780,,
POL38380842,Health,67547,652.7,2017-10-01,2025-04-03,Monthly,Active,CUST79329107,,
POL51145073,Auto,329979,658.1,2022-04-01,2025-09-10,Quarterly,Terminated,CUST45848469,,
POL73019543,Life,485482,1009.98,2015-06-13,2024-11-23,Monthly,Active,CUST10202721,,
POL15948540,Auto,91110,1304.85,2018-09-20,2020-06-03,Quarterly,Lapsed,CUST85740069,,
POL45059272,Auto,224717,959.21,2021-01-19,2027-05-03,Quarterly,Terminated,CUST46135838,,
POL46263397,Auto,360092,865.23,2017-04-11,2021-11-05,Annually,Lapsed,CUST29662093,,
POL66640089,Auto,202518,1962.5,2015-08-31,2020-03-24,Annually,Active,CUST39109112,,
POL17047233,Health,118646,886.01,2019-02-10,2020-09-16,Annually,Terminated,CUST91136281,,
POL96919228,Auto,234987,1091.57,2021-07-01,2024-02-18,Quarterly,Terminated,CUST61552560,,
POL33693707,Life,96347,1026.62,2015-09-07,2019-07-29,Annually,Terminated,CUST04837076,,
POL81185546,Auto,419914,1703.82,2021-04-30,2027-05-06,Monthly,Active,CUST40947181,,
POL05429840,Property,452687,643.69,2022-09-28,2031-07-14,Monthly,Lapsed,CUST85912220,,
POL50110641,Health,134899,1525.26,2018-09-05,2027-10-14,Annually,Lapsed,CUST36291804,,
POL71744441,Property,45719,1178.85,2024-01-19,2026-09-14,Quarterly,Active,CUST56686028,,
POL80794764,Life,416921,850.4,2022-06-12,2023-07-11,Monthly,Lapsed,CUST78396108,,
POL64700295,Health,190977,613.68,2023-01-13,2027-04-05,Monthly,Lapsed,CUST26099440,,
POL98412521,Auto,403628,1501.08,2022-01-17,2026-04-12,Annually,Terminated,CUST08493059,,
POL23491107,Auto,212209,627.53,2016-03-11,2025-10-20,Annually,Active,CUST83363685,,
POL97266170,Property,249169,934.44,2018-12-07,2028-10-30,Annually,Active,CUST55627676,,
POL60046834,Auto,466708,1627.2,2017-07-13,2023-04-24,Annually,Active,CUST51111317,,
POL72656147,Health,158303,844.36,2020-01-28,2024-06-30,Quarterly,Lapsed,CUST30357576,,
POL74554228,Property,452312,1106.4,2024-10-03,2030-01-03,Quarterly,Active,CUST11612855,,
POL98054081,Property,48573,1392.21,2022-12-17,2026-05-16,Monthly,Active,CUST60824429,,
POL35020187,Life,466169,1358.37,2019-11-29,2029-10-06,Annually,Lapsed,CUST02991127,,
POL44308362,Property,303516,1158.86,2023-06-10,2033-05-31,Monthly,Active,CUST93992111,,
POL68261547,Health,410536,633.68,2023-04-11,2028-05-07,Quarterly,Active,CUST19108691,,
POL26905808,Property,141609,196.74,2021-05-24,2022-07-30,Quarterly,Terminated,CUST78462039,,
POL86166507,Life,214776,253.68,2016-04-08,2019-09-03,Quarterly,Lapsed,CUST13689205,,
POL50777099,Auto,334371,552.62,2021-01-12,2027-03-28,Annually,Terminated,CUST22397471,,
POL93547945,Life,46781,686.93,2022-11-18,2025-02-07,Quarterly,Terminated,CUST04561776,,
POL07046709,Health,36024,1853.04,2018-09-11,2025-02-24,Quarterly,Active,CUST53665257,,
POL21148415,Property,106670,632.96,2023-05-12,2031-08-23,Monthly,Terminated,CUST98992009,,
POL82205448,Auto,129412,1673.14,2015-03-26,2024-07-04,Quarterly,Lapsed,CUST79849439,,
POL12315723,Property,390789,1513.34,2017-04-19,2019-05-22,Monthly,Active,CUST54396483,,
POL47731308,Life,151544,395.65,2020-09-06,2024-11-26,Monthly,Active,CUST09474103,,
POL43397255,Health,133754,154.22,2017-09-08,2023-05-10,Quarterly,Terminated,CUST01185474,,
POL11204815,Auto,124735,204.52,2020-01-09,2025-06-06,Monthly,Lapsed,CUST56167007,,
POL99143995,Health,368669,144.68,2020-07-31,2026-11-02,Monthly,Lapsed,CUST70239521,,
POL26146635,Health,275838,321.71,2016-08-29,2018-01-22,Monthly,Active,CUST48452402,,
POL26656861,Life,138326,1402.71,2024-09-13,2030-02-28,Quarterly,Lapsed,CUST93751085,,
POL35610268,Health,116291,612.66,2019-12-27,2023-05-30,Annually,Lapsed,CUST78008020,,
POL85095212,Health,164189,1084.78,2016-11-10,2023-06-27,Annually,Active,CUST74762381,,
POL50064094,Life,432339,823.64,2019-05-26,2029-05-08,Monthly,Terminated,CUST40497767,,
POL21104754,Property,76260,1384.96,2020-06-25,2030-03-27,Monthly,Terminated,CUST73757395,,
POL17443101,Life,424710,996.74,2024-03-10,2025-04-04,Quarterly,Terminated,CUST80853586,,
POL13777499,Health,272922,343.2,2021-06-30,2024-09-07,Annually,Active,CUST94275292,,
POL64793827,Life,238235,1656.4,2019-01-31,2021-09-21,Monthly,Active,CUST09278133,,
POL04297854,Property,376917,1111.15,2020-08-20,2029-12-07,Monthly,Lapsed,CUST24392889,,
POL25054429,Property,338954,820.99,2015-07-02,2022-09-06,Annually,Active,CUST52334519,,
POL83519950,Property,323441,1832.8,2015-08-14,2025-04-07,Quarterly,Terminated,CUST26015722,,
POL01371032,Life,349012,731.27,2023-11-12,2033-08-06,Quarterly,Terminated,CUST63174810,,
POL73793836,Life,388832,1602.02,2015-03-29,2020-09-10,Annually,Lapsed,CUST60349469,,
POL96932553,Life,118535,805.62,2017-10-10,2019-01-23,Monthly,Terminated,CUST34385565,,
POL28853856,Life,142803,1928.8,2022-04-04,2025-10-23,Monthly,Active,CUST72652198,,
POL65042207,Property,239026,1460.75,2020-10-16,2028-04-16,Monthly,Active,CUST40045796,,
POL94939680,Health,462424,137.57,2023-08-02,2025-01-07,Monthly,Terminated,CUST10853720,,
POL31533848,Health,266312,471.86,2015-05-22,2022-08-22,Annually,Active,CUST94483327,,
POL06413142,Property,35387,368.87,2015-04-18,2020-06-04,Quarterly,Lapsed,CUST09520022,,
POL28065491,Property,186104,864.39,2017-05-11,2021-12-16,Monthly,Lapsed,CUST63233311,,
POL98433170,Auto,33114,453.66,2022-02-07,2024-09-17,Annually,Active,CUST83535400,,
POL73294320,Auto,283030,1725.1,2015-11-15,2017-03-20,Monthly,Terminated,CUST60130955,,
POL14657611,Property,483029,1752.28,2017-11-15,2023-04-10,Quarterly,Lapsed,CUST95624970,,
POL58974752,Property,237596,726.81,2022-12-21,2026-12-14,Annually,Active,CUST38365918,,
POL89482669,Health,330562,1679.97,2018-11-14,2020-10-10,Monthly,Terminated,CUST84108163,,
POL08716825,Health,448483,771.08,2016-09-13,2018-06-12,Quarterly,Active,CUST58545735,,
POL19720600,Life,281257,1952.89,2022-11-04,2031-11-04,Quarterly,Terminated,CUST25075822,,
POL16699537,Auto,312641,1023.37,2022-12-02,2025-04-25,Monthly,Terminated,CUST97427667,,
POL26365674,Life,315732,1003.84,2023-12-02,2026-07-16,Quarterly,Terminated,CUST50521862,,
POL86711709,Health,360716,845.05,2020-02-13,2029-10-11,Quarterly,Terminated,CUST87543401,,
POL29474046,Auto,143838,992.73,2022-05-13,2028-10-06,Annually,Lapsed,CUST43290947,,
POL45601263,Auto,322907,1115.8,2015-10-17,2019-04-20,Monthly,Lapsed,CUST88564180,,
POL61565872,Property,308673,1813.59,2015-06-04,2023-09-01,Annually,Terminated,CUST74326403,,
POL52327651,Auto,203894,974.62,2017-01-13,2018-09-27,Quarterly,Terminated,CUST96220731,,
POL40589612,Property,259130,1309.5,2017-08-14,2023-05-05,Quarterly,Active,CUST19050438,,
POL72673699,Auto,147649,1822.91,2022-05-13,2026-07-07,Monthly,Active,CUST87659219,,
POL86347307,Life,91932,923.84,2020-08-03,2025-07-19,Quarterly,Terminated,CUST70768869,,
POL74599769,Life,475179,622.45,2019-12-29,2029-03-18,Quarterly,Active,CUST10059686,,
POL02256240,Auto,240401,585.17,2020-10-17,2023-04-05,Quarterly,Active,CUST24107438,,
POL02002771,Health,239634,1599.3,2020-09-30,2027-10-24,Annually,Lapsed,CUST69731138,,
POL43561258,Auto,31875,975.87,2016-02-07,2023-03-08,Annually,Active,CUST80257562,,
POL83865881,Health,350959,603.87,2020-05-10,2024-01-20,Quarterly,Terminated,CUST96661441,,
POL91395324,Property,332486,933.6,2018-01-16,2022-07-10,Quarterly,Active,CUST11944824,,
POL86285298,Health,195869,786.5,2024-11-15,2031-05-01,Monthly,Lapsed,CUST93655605,,
POL86723130,Life,383574,915.35,2018-12-11,2028-08-21,Monthly,Lapsed,CUST09537081,,
POL32900389,Life,173919,1393,2024-01-02,2029-07-05,Quarterly,Terminated,CUST25676469,,
POL90610731,Health,355440,1268.27,2018-01-10,2023-10-28,Annually,Lapsed,CUST33290834,,
POL85757109,Health,482681,1351.18,2021-05-15,2023-05-31,Annually,Terminated,CUST05516743,,
POL11989725,Auto,193038,1237.43,2022-01-18,2026-08-06,Quarterly,Lapsed,CUST63815413,,
POL00974449,Auto,251495,1368.92,2020-04-12,2028-10-06,Annually,Active,CUST18686353,,
POL24717008,Health,47600,1474.7,2017-05-12,2025-07-05,Quarterly,Terminated,CUST14584400,,
POL34269181,Life,316937,309.78,2023-09-28,2031-07-26,Quarterly,Lapsed,CUST16443965,,
POL29465290,Property,367107,1255.74,2020-10-10,2022-10-08,Quarterly,Active,CUST98365528,,
POL62243302,Health,335451,596.43,2015-05-19,2019-03-28,Quarterly,Active,CUST29312542,,
POL64410288,Health,29271,1315.18,2016-12-07,2025-11-03,Monthly,Active,CUST25430988,,
POL99021522,Life,474504,1646.76,2019-09-24,2026-12-07,Monthly,Terminated,CUST50424339,,
POL82132627,Auto,461130,1336.96,2016-10-18,2022-09-10,Monthly,Lapsed,CUST09948159,,
POL60496337,Life,316634,1414.53,2016-12-20,2017-12-22,Quarterly,Active,CUST17130339,,
POL15628115,Health,441334,1931.24,2019-06-29,2028-11-12,Annually,Lapsed,CUST21126941,,
POL62548114,Health,270393,263.65,2018-12-21,2021-03-22,Quarterly,Active,CUST64728299,,
POL29520885,Health,331058,171.06,2021-06-15,2023-12-04,Annually,Active,CUST79795033,,
POL30595324,Life,361733,1635.92,2022-12-21,2026-10-21,Quarterly,Terminated,CUST77664811,,
POL03911421,Health,196164,226.69,2017-07-10,2023-01-06,Monthly,Terminated,CUST89603721,,
POL90576138,Auto,224111,1466.18,2024-05-20,2029-02-19,Monthly,Terminated,CUST42335952,,
POL84274065,Property,422709,1612.89,2019-01-26,2020-08-14,Annually,Lapsed,CUST81230725,,
POL83835374,Property,212060,326.08,2015-03-23,2016-07-27,Annually,Active,CUST78330003,,
POL59501098,Auto,220113,566.75,2022-10-24,2029-08-07,Quarterly,Terminated,CUST64051127,,
POL05014236,Life,180738,1277.45,2016-06-17,2019-11-05,Quarterly,Lapsed,CUST56880167,,
POL87430711,Property,247797,976.44,2022-04-05,2027-11-07,Quarterly,Lapsed,CUST81394306,,
POL04286300,Life,89320,1881.82,2018-07-20,2023-09-25,Monthly,Active,CUST41108480,,
POL27460532,Life,345245,249.7,2023-10-15,2028-01-26,Quarterly,Lapsed,CUST67298391,,
POL96972550,Property,401963,510.39,2020-06-14,2030-06-04,Annually,Lapsed,CUST76916753,,
POL58339093,Life,103772,565.86,2019-01-12,2025-05-06,Annually,Terminated,CUST85127866,,
POL44082493,Life,130749,539.27,2017-03-03,2019-05-09,Monthly,Terminated,CUST75884494,,
POL98942710,Health,373098,1116.45,2019-06-26,2026-09-13,Annually,Terminated,CUST26711431,,
POL33015134,Auto,20749,526.53,2019-09-17,2027-08-02,Monthly,Active,CUST70266451,,
POL56933693,Property,61480,1789.36,2021-06-02,2022-06-27,Monthly,Lapsed,CUST41268290,,
POL20256761,Life,315799,782.27,2023-07-05,2026-05-18,Quarterly,Lapsed,CUST91596645,,
POL85669523,Auto,322280,248.93,2020-06-15,2027-04-17,Quarterly,Lapsed,CUST97214840,,
POL59177631,Property,35008,1788.14,2017-04-24,2021-12-28,Quarterly,Terminated,CUST36507345,,
POL81473954,Health,479555,338.78,2023-03-15,2027-06-07,Annually,Lapsed,CUST39308148,,
POL03154234,Life,460099,1142.68,2021-12-07,2030-06-05,Quarterly,Terminated,CUST70357391,,
POL56172682,Health,266978,1988.45,2021-08-23,2027-12-07,Annually,Terminated,CUST18771479,,
POL33238422,Health,55375,1280.37,2015-06-12,2024-09-30,Annually,Lapsed,CUST16390802,,
POL27372206,Health,461499,253.93,2024-06-30,2025-08-12,Monthly,Lapsed,CUST91487291,,
POL10833752,Property,362121,236.51,2021-12-06,2023-01-04,Quarterly,Active,CUST44615637,,
POL40158884,Life,358163,1262.54,2023-11-08,2032-05-20,Monthly,Active,CUST04086033,,
POL78507070,Property,427330,434.16,2024-12-14,2026-08-26,Monthly,Lapsed,CUST64506627,,
POL19362691,Health,119931,1964.51,2018-01-15,2021-07-09,Quarterly,Terminated,CUST73838703,,
POL06565717,Auto,35391,732.06,2015-03-18,2024-12-08,Quarterly,Terminated,CUST49079642,,
POL26935323,Auto,318425,859.81,2018-08-21,2025-08-13,Monthly,Terminated,CUST71340569,,
POL71741054,Property,354095,675.57,2017-09-01,2023-01-04,Quarterly,Lapsed,CUST34044455,,
POL72311298,Health,234126,1124.72,2022-06-24,2030-12-23,Monthly,Terminated,CUST86143785,,
POL89729174,Health,234701,372.31,2015-06-06,2021-02-25,Monthly,Terminated,CUST83809007,,
POL86664104,Life,233117,853.96,2016-05-03,2019-08-22,Annually,Lapsed,CUST33350545,,
POL80418743,Auto,195897,873.53,2016-09-01,2020-02-29,Quarterly,Active,CUST26368794,,
POL37305327,Health,156517,484.6,2016-09-04,2020-03-19,Monthly,Active,CUST01418216,,
POL89665327,Life,115489,1213,2019-06-16,2022-10-01,Annually,Lapsed,CUST99294379,,
POL50162963,Health,47507,1100.68,2020-10-20,2024-02-26,Quarterly,Lapsed,CUST79016088,,
POL53959309,Property,138740,1219.12,2023-12-27,2029-08-11,Annually,Terminated,CUST39239739,,
POL63414573,Auto,397717,743.24,2024-11-08,2031-03-27,Monthly,Terminated,CUST17102318,,
POL01969422,Auto,256391,1473.86,2022-05-21,2031-06-12,Quarterly,Terminated,CUST49016326,,
POL95381325,Auto,158708,100.75,2024-06-03,2033-07-01,Monthly,Lapsed,CUST03615219,,
POL49392272,Health,223024,1457.31,2024-07-09,2033-12-10,Monthly,Active,CUST58068006,,
POL57078202,Life,158924,122.68,2019-11-13,2022-05-30,Quarterly,Lapsed,CUST17011157,,
POL73942123,Life,498666,1713.71,2018-04-26,2022-02-25,Quarterly,Lapsed,CUST59706553,,
POL54249410,Property,331580,797.87,2016-05-05,2025-03-23,Annually,Lapsed,CUST47542678,,
POL19058769,Health,493939,144.34,2016-03-04,2022-01-23,Quarterly,Active,CUST96709554,,
POL23237918,Auto,132842,537.43,2016-01-17,2021-07-28,Monthly,Active,CUST43760270,,
POL13071740,Auto,174954,1217.29,2019-04-27,2020-11-12,Annually,Active,CUST34044455,,
POL97923307,Auto,481077,870.12,2021-12-15,2026-06-06,Annually,Terminated,CUST40696387,,
POL96578326,Life,192427,1854.96,2016-02-01,2023-08-28,Monthly,Active,CUST00972517,,
POL84238087,Property,111901,1420.13,2022-07-28,2028-09-30,Quarterly,Lapsed,CUST59752065,,
POL41303027,Health,472621,1486.82,2017-10-09,2026-10-12,Monthly,Active,CUST08745607,,
POL98434828,Property,10085,310.58,2016-06-29,2021-01-16,Quarterly,Lapsed,CUST42820015,,
POL71218396,Auto,451039,1476.87,2022-02-12,2024-04-24,Annually,Active,CUST10569713,,
POL66883101,Property,152153,1246.96,2015-03-22,2020-06-03,Monthly,Terminated,CUST42009069,,
POL95137552,Auto,171173,912.98,2020-10-28,2022-11-03,Quarterly,Terminated,CUST66228845,,
POL45656881,Life,117685,1536.15,2018-09-24,2024-12-28,Monthly,Active,CUST07355992,,
POL38710685,Life,484035,169.34,2018-10-14,2024-04-17,Quarterly,Lapsed,CUST22397471,,
POL13276567,Auto,248845,1979.79,2022-11-22,2031-09-02,Quarterly,Lapsed,CUST20921135,,
POL31888448,Life,227364,394.57,2017-10-21,2022-02-09,Annually,Active,CUST73404920,,
POL03123237,Health,226275,1803.92,2018-05-09,2026-07-14,Annually,Terminated,CUST55740087,,
POL50504166,Auto,55326,273.86,2017-05-10,2021-06-09,Quarterly,Lapsed,CUST46496271,,
POL05439001,Auto,52504,521.15,2016-01-11,2018-05-05,Quarterly,Lapsed,CUST01158686,,
POL78750589,Property,350800,1044.55,2023-11-30,2031-11-27,Monthly,Active,CUST13785611,,
POL18037009,Health,63234,352.96,2018-02-12,2022-07-03,Quarterly,Active,CUST90193495,,
POL26720328,Life,21718,1722.53,2019-06-13,2023-01-26,Monthly,Terminated,CUST51701415,,
POL41993395,Auto,499612,227.7,2021-10-22,2027-06-19,Annually,Lapsed,CUST91449119,,
POL91390239,Property,32344,1458.29,2024-09-26,2032-03-05,Annually,Terminated,CUST32721526,,
POL39627448,Life,126347,1016.98,2021-05-21,2028-09-21,Annually,Lapsed,CUST81158705,,
POL78264122,Life,103545,1508.54,2021-03-25,2030-09-22,Monthly,Lapsed,CUST44428936,,
POL32302882,Property,44365,1686.48,2020-02-25,2022-01-21,Quarterly,Lapsed,CUST15839292,,
POL38485615,Health,235784,523.71,2019-08-11,2029-01-02,Annually,Terminated,CUST02254414,,
POL32589050,Auto,282406,1358.53,2018-06-19,2020-11-03,Monthly,Active,CUST39886299,,
POL45441486,Auto,354726,1887.5,2020-09-26,2026-06-15,Monthly,Terminated,CUST80741810,,
POL47794870,Auto,192293,445.14,2022-11-13,2027-12-09,Monthly,Lapsed,CUST74243218,,
POL95668571,Property,300875,995.52,2018-06-12,2023-11-21,Quarterly,Lapsed,CUST17621953,,
POL82008946,Property,257739,1750.22,2023-04-17,2026-09-29,Annually,Active,CUST62839618,,
POL81654453,Auto,434047,1251.35,2019-01-15,2021-04-19,Annually,Lapsed,CUST29927607,,
POL96760097,Life,423316,1249.73,2020-08-23,2030-04-19,Annually,Terminated,CUST71655174,,
POL31551903,Health,418176,1639.54,2019-10-10,2027-10-13,Annually,Active,CUST39534406,,
POL00074761,Health,286278,1694.09,2017-01-10,2026-06-08,Monthly,Terminated,CUST41261747,,
POL42519290,Health,473135,1024.8,2018-03-30,2028-02-16,Annually,Active,CUST72879222,,
POL27310887,Auto,209273,234.36,2019-12-29,2021-03-03,Monthly,Active,CUST76892770,,
POL07816782,Property,13935,1918.35,2015-08-15,2022-01-13,Quarterly,Active,CUST23301508,,
POL60030374,Life,310344,842.34,2024-05-19,2029-01-01,Quarterly,Terminated,CUST03843520,,
POL70572993,Life,139893,1174.73,2024-10-10,2027-04-04,Monthly,Lapsed,CUST93366412,,
POL50159442,Life,430273,504.66,2021-06-01,2026-10-30,Annually,Lapsed,CUST43326670,,
POL37935124,Auto,259647,1115.6,2023-01-05,2029-05-18,Annually,Terminated,CUST74762381,,
POL85929126,Life,417567,1106.08,2017-07-06,2024-04-30,Monthly,Lapsed,CUST86083356,,
POL52938288,Auto,424859,1923.61,2020-11-06,2023-06-30,Monthly,Terminated,CUST61933067,,
POL34332950,Health,291947,808.64,2018-09-29,2023-01-09,Annually,Terminated,CUST01743153,,
POL29296849,Property,295357,634.99,2020-09-13,2022-01-17,Annually,Lapsed,CUST28747234,,
POL84512558,Health,345129,199.86,2023-09-20,2024-10-04,Monthly,Active,CUST44420798,,
POL44115622,Auto,35268,1310.51,2016-06-28,2023-07-29,Monthly,Terminated,CUST00698672,,
POL17801092,Auto,35625,174.52,2023-06-12,2027-04-10,Monthly,Active,CUST68265494,,
POL39256265,Life,38421,1789.69,2020-03-13,2026-10-31,Annually,Terminated,CUST32721526,,
POL19672686,Property,107957,569.79,2016-12-10,2025-09-18,Annually,Active,CUST72244441,,
POL76377276,Health,485983,125.32,2024-10-16,2034-05-15,Annually,Terminated,CUST73144508,,
POL03458249,Auto,128045,1579.58,2017-05-14,2023-06-02,Annually,Active,CUST49648749,,
POL39135067,Auto,423005,1643.44,2019-12-16,2028-11-16,Monthly,Lapsed,CUST27330763,,
POL45114954,Auto,168109,700.94,2015-06-08,2021-09-15,Monthly,Active,CUST02388532,,
POL68938255,Auto,430569,548.17,2017-04-09,2024-03-11,Quarterly,Terminated,CUST61884842,,
POL02404416,Health,178255,1976.6,2023-10-09,2030-09-30,Quarterly,Active,CUST79033345,,
POL89295458,Property,318680,867.82,2023-12-15,2033-03-09,Annually,Active,CUST89565074,,
POL08440937,Property,263135,1779.78,2016-04-18,2019-06-07,Quarterly,Active,CUST78939221,,
POL06348797,Property,412599,993.83,2022-07-13,2029-11-13,Quarterly,Terminated,CUST26489653,,
POL46127836,Life,43030,602.28,2024-07-17,2026-02-26,Quarterly,Lapsed,CUST71794015,,
POL48522495,Health,286088,1701.73,2020-03-05,2022-03-10,Quarterly,Lapsed,CUST06278301,,
POL46902142,Life,412648,361.39,2018-03-21,2027-02-15,Quarterly,Active,CUST15511549,,
POL29133385,Auto,239504,1573.24,2019-06-13,2026-05-06,Monthly,Active,CUST48471962,,
POL46194153,Life,119611,592.67,2022-12-05,2032-10-12,Quarterly,Active,CUST25664706,,
POL17440652,Health,16788,197.25,2017-12-06,2023-01-15,Monthly,Terminated,CUST08450980,,
POL72579941,Life,405312,1991.99,2018-01-25,2026-03-18,Monthly,Lapsed,CUST51776470,,
POL82676830,Life,70715,1814.76,2022-12-06,2026-08-29,Monthly,Terminated,CUST72249795,,
POL28936757,Auto,164757,470.65,2023-02-08,2029-02-18,Annually,Terminated,CUST39825791,,
POL12251267,Health,60283,424.83,2015-07-08,2017-10-02,Quarterly,Terminated,CUST21836581,,
POL22416843,Auto,326018,1273.64,2021-03-23,2027-08-09,Monthly,Terminated,CUST29123454,,
POL68142821,Property,246506,830.64,2018-08-25,2028-07-17,Monthly,Terminated,CUST96639330,,
POL80669381,Life,137736,819.29,2022-06-03,2029-12-11,Quarterly,Lapsed,CUST94483327,,
POL32822609,Auto,25992,695.69,2023-06-01,2025-07-25,Monthly,Terminated,CUST68676616,,
