Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID
AGT16820557,Not Renewed,47,73,POL38067049
AGT92059907,Renewed,28,21,POL62323938
AGT64760995,Renewed,24,83,POL48112744
AGT13185456,Renewed,16,84,POL93562061
AGT88725667,Renewed,35,72,POL07736550
AGT92295609,Renewed,17,97,POL03121117
AGT60036568,Pending,33,63,POL16359450
AGT74963339,Not Renewed,5,60,POL62665179
AGT65868912,Renewed,17,3,POL12156543
AGT62236589,Not Renewed,0,62,POL64808892
AGT80212661,Renewed,11,30,POL73876399
AGT09810716,Not Renewed,31,15,POL34826521
AGT86154632,Not Renewed,49,93,POL55857160
AGT89768507,Pending,23,65,POL90480498
AGT00107625,Renewed,49,47,POL06015860
AGT34982496,Renewed,34,16,POL84892449
AGT32587763,Pending,29,64,POL19560921
AGT85398651,Not Renewed,12,67,POL59147290
AGT54933182,Pending,25,76,POL69476490
AGT78528414,Not Renewed,47,29,POL40270611
AGT40395647,Renewed,19,2,POL22321187
AGT96315257,Pending,23,87,POL77506531
AGT83036236,Not Renewed,40,23,POL07976771
AGT63777538,Not Renewed,43,67,POL45468849
AGT88656343,Pending,12,88,POL63051562
AGT57107312,Renewed,3,77,POL94870283
AGT85303393,Not Renewed,6,81,POL38182158
AGT11734423,Not Renewed,30,4,POL36090611
AGT41651643,Pending,41,2,POL82098917
AGT94029881,Renewed,14,57,POL99568401
AGT92061997,Pending,18,12,POL79130344
AGT98623839,Pending,29,57,POL49188779
AGT23443615,Pending,39,100,POL98118247
AGT09872138,Not Renewed,33,73,POL43888562
AGT93839878,Not Renewed,41,74,POL79654180
AGT02234907,Pending,50,69,POL43201050
AGT26690610,Not Renewed,25,49,POL64164417
AGT86671123,Pending,2,19,POL56909701
AGT57588254,Renewed,36,42,POL04312649
AGT04997121,Pending,45,23,POL52704029
AGT71393725,Renewed,20,17,POL99187964
AGT45596397,Not Renewed,46,21,POL09346416
AGT07658273,Pending,34,5,POL33880190
AGT02132693,Not Renewed,7,73,POL49366333
AGT69097733,Not Renewed,35,92,POL88774190
AGT37389460,Pending,28,99,POL46303313
AGT78283912,Renewed,22,96,POL72761852
AGT92460405,Pending,12,29,POL78499068
AGT34809817,Renewed,38,92,POL46591798
AGT36557393,Pending,13,43,POL56917671
AGT70909476,Renewed,7,43,POL26477746
AGT89106544,Pending,1,64,POL83870465
AGT36885199,Renewed,30,14,POL07767138
AGT94839232,Not Renewed,41,100,POL90011725
AGT35187419,Not Renewed,10,27,POL71239767
AGT56203759,Not Renewed,8,48,POL91891378
AGT96724565,Pending,19,63,POL46142999
AGT09076934,Not Renewed,49,92,POL20839843
AGT31410823,Pending,24,31,POL28045007
AGT91830054,Not Renewed,19,39,POL82823553
AGT56731960,Renewed,35,69,POL92853225
AGT29257521,Not Renewed,42,96,POL67872849
AGT85865332,Not Renewed,32,38,POL51108570
AGT66473606,Pending,48,24,POL52952594
AGT73840376,Renewed,1,49,POL20348552
AGT17929971,Not Renewed,35,80,POL40907312
AGT90754727,Renewed,49,89,POL69634824
AGT19936215,Renewed,28,43,POL63187776
AGT65068120,Pending,30,38,POL92218718
AGT54296810,Pending,4,37,POL15902669
AGT59234143,Pending,32,36,POL17105339
AGT91943436,Pending,7,45,POL67379824
AGT05787876,Not Renewed,4,96,POL33080881
AGT71507805,Pending,9,18,POL26177163
AGT19950895,Pending,3,89,POL92289899
AGT40767750,Renewed,7,17,POL53317705
AGT17854688,Renewed,36,61,POL36981616
AGT67227439,Renewed,26,30,POL56127428
AGT27971733,Not Renewed,11,60,POL77789737
AGT90385937,Renewed,10,45,POL70127485
AGT61525449,Pending,0,74,POL60505158
AGT75097360,Pending,43,61,POL07319671
AGT50449865,Renewed,9,83,POL20670070
AGT44112203,Renewed,35,39,POL49532703
AGT60532647,Not Renewed,47,50,POL23016733
AGT46313429,Renewed,44,75,POL40922873
AGT22033343,Pending,21,73,POL53156329
AGT55769526,Pending,16,77,POL28937515
AGT92208512,Renewed,7,39,POL12104163
AGT80690584,Not Renewed,32,38,POL13187754
AGT96902661,Not Renewed,8,50,POL46564609
AGT64752630,Not Renewed,21,19,POL15165645
AGT59421026,Pending,28,95,POL93327871
AGT20688117,Renewed,18,38,POL12291756
AGT33733491,Renewed,26,100,POL15978608
AGT18808948,Not Renewed,33,35,POL67053864
AGT32906349,Renewed,7,32,POL02913059
AGT49742452,Pending,23,62,POL99518262
AGT21359872,Not Renewed,27,35,POL49457170
AGT40389060,Not Renewed,28,20,POL70701103
AGT79827611,Not Renewed,1,66,POL04847102
AGT23405456,Pending,11,92,POL72715668
AGT47651008,Renewed,6,73,POL30815147
AGT84349784,Pending,23,40,POL85997412
AGT48627827,Not Renewed,20,85,POL30420925
AGT07018759,Not Renewed,10,80,POL26751534
AGT11548315,Not Renewed,2,76,POL15097723
AGT90382329,Not Renewed,46,40,POL81404875
AGT50355787,Pending,33,63,POL31358869
AGT47605848,Pending,14,8,POL40579539
AGT77375163,Renewed,40,76,POL07342539
AGT82644856,Pending,7,64,POL39946670
AGT77811690,Not Renewed,42,54,POL63474388
AGT75098454,Pending,43,65,POL65038532
AGT16759469,Renewed,39,60,POL88167849
AGT53177035,Not Renewed,44,9,POL10148217
AGT04848474,Not Renewed,5,84,POL76204779
AGT40018505,Pending,3,13,POL24220210
AGT72881927,Pending,4,71,POL12716498
AGT09473893,Not Renewed,45,36,POL37005180
AGT71357121,Pending,49,63,POL33049382
AGT15626540,Not Renewed,37,76,POL95337810
AGT32589533,Pending,13,14,POL23308648
AGT98109319,Pending,17,14,POL02312997
AGT86607311,Not Renewed,0,96,POL77315241
AGT45333149,Not Renewed,23,94,POL47115213
AGT11124633,Pending,35,23,POL49874464
AGT06822481,Renewed,15,31,POL79096614
AGT64230411,Renewed,38,1,POL76421550
AGT08350017,Not Renewed,27,68,POL74615400
AGT53096895,Pending,49,11,POL61858865
AGT98801414,Pending,31,55,POL32001025
AGT87693273,Pending,41,22,POL29477661
AGT74761683,Pending,20,45,POL60275519
AGT91826467,Pending,26,46,POL83784659
AGT49567794,Not Renewed,38,1,POL12763634
AGT85767318,Pending,43,49,POL30600963
AGT58943617,Renewed,42,78,POL34319547
AGT26370459,Pending,5,9,POL21879187
AGT35586462,Renewed,31,33,POL07768534
AGT38765140,Renewed,27,68,POL72485507
AGT42090239,Pending,25,35,POL25208231
AGT42633469,Not Renewed,36,96,POL01332140
AGT18474397,Renewed,3,96,POL47517699
AGT60816190,Pending,28,27,POL58128936
AGT44896761,Pending,28,65,POL32198260
AGT19551398,Pending,31,71,POL84577702
AGT30544099,Pending,29,5,POL57207157
AGT27849348,Pending,7,3,POL13544300
AGT42390234,Pending,11,19,POL45190683
AGT40763949,Pending,35,62,POL21669430
AGT25337786,Not Renewed,3,95,POL28550299
AGT52885252,Pending,48,63,POL23811097
AGT65992472,Renewed,20,14,POL28303229
AGT10126573,Not Renewed,9,67,POL52933183
AGT54051605,Not Renewed,6,36,POL03671194
AGT67767397,Not Renewed,38,14,POL87464804
AGT01447877,Not Renewed,21,60,POL61065772
AGT67590265,Pending,8,54,POL67096541
AGT29742641,Renewed,14,40,POL48574800
AGT72861129,Not Renewed,29,20,POL20367982
AGT37991598,Pending,35,5,POL01530992
AGT74100066,Pending,28,91,POL60672344
AGT55935257,Not Renewed,28,11,POL36866670
AGT19949357,Not Renewed,4,1,POL75237627
AGT88576173,Renewed,47,90,POL55949918
AGT32292236,Renewed,34,48,POL83365380
AGT52807308,Pending,18,88,POL22399101
AGT72041437,Not Renewed,44,10,POL81014728
AGT22652652,Renewed,0,49,POL05711134
AGT78068603,Renewed,30,10,POL01930886
AGT80613275,Renewed,3,95,POL02268206
AGT71943369,Not Renewed,31,57,POL96624216
AGT68658805,Renewed,10,79,POL48183700
AGT53680645,Pending,22,96,POL08689656
AGT03139588,Pending,21,60,POL98091818
AGT63746736,Renewed,28,53,POL52467400
AGT12735206,Renewed,47,39,POL77410789
AGT64096744,Renewed,34,3,POL39137077
AGT19148747,Renewed,3,39,POL69765567
AGT83021883,Not Renewed,4,2,POL04272099
AGT70331921,Renewed,8,16,POL96779565
AGT03255335,Not Renewed,38,20,POL04331178
AGT88677059,Renewed,13,34,POL25573830
AGT33583109,Pending,10,6,POL22879070
AGT64269951,Pending,23,77,POL05156789
AGT31076742,Pending,10,2,POL97318899
AGT89569763,Pending,34,100,POL54295320
AGT42942153,Not Renewed,47,13,POL24211829
AGT05900429,Not Renewed,2,48,POL53216568
AGT23361038,Renewed,12,28,POL55243233
AGT05934356,Not Renewed,32,10,POL89882153
AGT79339431,Renewed,46,86,POL15821242
AGT06920032,Pending,40,36,POL55302444
AGT06338633,Pending,39,76,POL75483438
AGT26316428,Not Renewed,37,81,POL41056885
AGT43930672,Renewed,38,54,POL08751578
AGT75798115,Not Renewed,25,12,POL85425957
AGT25592958,Not Renewed,38,45,POL37412181
AGT80909877,Pending,23,88,POL45925285
AGT61969418,Renewed,44,48,POL75543657
AGT74644679,Pending,42,56,POL11532182
AGT04110181,Pending,23,63,POL98320607
AGT78964872,Renewed,35,45,POL45391676
AGT90804985,Not Renewed,4,69,POL17800247
AGT45607090,Pending,29,40,POL06415305
AGT80509452,Pending,6,18,POL85856716
AGT31921827,Not Renewed,5,13,POL62254331
AGT76588274,Pending,12,68,POL38330072
AGT11452178,Not Renewed,7,37,POL18753841
AGT09467383,Renewed,9,68,POL22750173
AGT34387437,Not Renewed,9,7,POL97686386
AGT05296158,Renewed,31,79,POL65281628
AGT44582213,Renewed,22,59,POL08877517
AGT90742549,Not Renewed,41,35,POL86049888
AGT05584970,Renewed,43,82,POL19159127
AGT79040523,Not Renewed,30,37,POL62185518
AGT96586514,Pending,5,21,POL81605555
AGT93284441,Pending,32,52,POL16978594
AGT78322975,Renewed,27,8,POL29655105
AGT28003350,Not Renewed,35,83,POL60099234
AGT79630515,Renewed,30,49,POL19174209
AGT68435567,Not Renewed,7,10,POL41019516
AGT84364786,Not Renewed,26,61,POL70872179
AGT74002037,Not Renewed,49,20,POL64702950
AGT68770283,Not Renewed,5,15,POL91015458
AGT10496452,Pending,7,60,POL37628555
AGT61395661,Not Renewed,34,12,POL17984911
AGT55277126,Not Renewed,39,13,POL34336501
AGT80283826,Pending,49,99,POL41495893
AGT81239809,Pending,11,13,POL24807912
AGT23792599,Renewed,31,15,POL08383719
AGT28245623,Renewed,45,9,POL35283143
AGT04851096,Not Renewed,49,9,POL00638794
AGT91584630,Renewed,32,58,POL39150268
AGT73436241,Pending,19,69,POL44829275
AGT91667342,Renewed,30,79,POL95375629
AGT21716869,Renewed,27,41,POL25403992
AGT80514088,Not Renewed,27,63,POL05460747
AGT51692901,Renewed,6,61,POL95475973
AGT07747556,Pending,34,68,POL55645770
AGT05190139,Not Renewed,50,56,POL62201641
AGT53570200,Not Renewed,23,4,POL16400516
AGT67231516,Renewed,42,50,POL57602095
AGT68013029,Renewed,19,77,POL24546559
AGT19599980,Renewed,25,39,POL48748875
AGT35232859,Not Renewed,4,79,POL43843486
AGT61479327,Renewed,7,54,POL72255591
AGT45317003,Renewed,25,69,POL18760277
AGT78550735,Renewed,27,88,POL51104112
AGT55179622,Renewed,0,45,POL40049374
AGT86100641,Pending,35,39,POL22613795
AGT02653283,Renewed,1,18,POL89182008
AGT46575080,Not Renewed,49,22,POL69702312
AGT85922802,Not Renewed,23,41,POL47394285
AGT38635867,Not Renewed,5,17,POL96935129
AGT65854524,Renewed,37,2,POL13931730
AGT33606405,Not Renewed,43,3,POL57782466
AGT50591244,Not Renewed,36,40,POL37802566
AGT15661854,Renewed,43,97,POL42513263
AGT30008898,Pending,14,94,POL83060919
AGT32300150,Renewed,16,61,POL42742626
AGT28842040,Renewed,24,10,POL91813694
AGT51560582,Renewed,50,38,POL95405693
AGT03546987,Pending,37,23,POL35996382
AGT36866347,Renewed,50,28,POL32788321
AGT62252832,Pending,50,59,POL62864496
AGT41700485,Renewed,31,37,POL61062551
AGT48475721,Renewed,4,13,POL45455008
AGT36265673,Renewed,39,28,POL85749437
AGT03110386,Pending,32,10,POL97854951
AGT52432169,Pending,27,68,POL39231633
AGT90449743,Not Renewed,12,27,POL83596471
AGT31290455,Pending,20,100,POL73557141
AGT55673230,Renewed,30,54,POL31169168
AGT04909892,Not Renewed,22,48,POL39556502
AGT42420374,Renewed,26,37,POL43123760
AGT50674779,Pending,0,63,POL52570875
AGT06795839,Renewed,23,29,POL56665937
AGT11236836,Pending,17,38,POL23145372
AGT09663249,Renewed,47,94,POL32166365
AGT34215987,Renewed,49,1,POL48971029
AGT34626027,Not Renewed,27,20,POL67260165
AGT58736591,Not Renewed,12,57,POL89484652
AGT84509712,Pending,25,52,POL89737164
AGT71579262,Pending,46,66,POL27685502
AGT69847483,Renewed,41,39,POL97765922
AGT54127925,Renewed,45,46,POL38306907
AGT12697026,Renewed,33,11,POL25998313
AGT52779767,Renewed,25,5,POL74661339
AGT35079061,Pending,15,13,POL39266909
AGT78050285,Pending,30,54,POL62033992
AGT38439779,Pending,36,96,POL33819244
AGT20276874,Not Renewed,29,50,POL73888890
AGT05505842,Not Renewed,49,25,POL13345815
AGT10972213,Pending,22,11,POL32410068
AGT90233763,Pending,8,21,POL69821903
AGT84927008,Pending,23,55,POL87761575
AGT63236440,Renewed,16,14,POL57434745
AGT10116506,Renewed,0,30,POL90998412
AGT69820767,Not Renewed,9,8,POL55253594
AGT38221717,Not Renewed,14,6,POL96803168
AGT82913964,Renewed,27,67,POL66073787
AGT66644978,Not Renewed,30,79,POL05708532
AGT14975955,Pending,28,32,POL20890423
AGT01294775,Not Renewed,3,42,POL18433097
AGT10537546,Not Renewed,1,78,POL21822034
AGT33585285,Not Renewed,46,74,POL87603432
AGT10345678,Renewed,21,72,POL87116208
AGT19757180,Renewed,3,67,POL85070326
AGT68021873,Not Renewed,5,85,POL15824139
AGT17315776,Pending,16,68,POL74324052
AGT57098449,Not Renewed,39,38,POL10828457
AGT25563800,Not Renewed,22,23,POL49583465
AGT94490869,Not Renewed,45,30,POL64169471
AGT52266112,Pending,22,91,POL34306249
AGT24652868,Renewed,13,70,POL15413250
AGT80348675,Renewed,16,64,POL07584414
AGT32059867,Renewed,47,57,POL10466419
AGT54871871,Not Renewed,3,18,POL07992427
AGT00110545,Not Renewed,47,12,POL79774019
AGT16822743,Not Renewed,39,35,POL86678758
AGT03377590,Pending,18,30,POL91301507
AGT44335405,Not Renewed,39,27,POL75790395
AGT63661530,Pending,32,95,POL72689700
AGT23976603,Renewed,44,89,POL79257166
AGT54868052,Renewed,41,29,POL54084176
AGT08772291,Renewed,3,8,POL61208002
AGT91058128,Pending,27,43,POL18175825
AGT76709403,Renewed,29,10,POL27152348
AGT75573207,Renewed,22,28,POL65805829
AGT72643673,Pending,36,4,POL91110515
AGT41167879,Not Renewed,9,44,POL47692099
AGT42647380,Not Renewed,29,29,POL03021304
AGT82377982,Renewed,21,12,POL52373291
AGT72619551,Pending,1,55,POL00027462
AGT08037589,Not Renewed,34,49,POL00053682
AGT02742595,Pending,14,79,POL91428444
AGT45981412,Renewed,45,16,POL47427298
AGT87710567,Renewed,0,85,POL23259824
AGT47999556,Not Renewed,21,33,POL58913291
AGT65187533,Not Renewed,41,97,POL70221797
AGT48134813,Pending,6,3,POL17760836
AGT49354632,Not Renewed,4,2,POL84155447
AGT21816937,Not Renewed,28,7,POL61012482
AGT85097159,Not Renewed,16,24,POL27562885
AGT27137829,Not Renewed,21,85,POL51145761
AGT44494718,Renewed,17,66,POL19986234
AGT55926221,Renewed,19,12,POL83558215
AGT50592178,Not Renewed,32,96,POL51223603
AGT05093430,Renewed,20,65,POL53424615
AGT11132496,Not Renewed,21,57,POL97116121
AGT44104870,Not Renewed,40,99,POL52256054
AGT45079522,Not Renewed,35,71,POL15452704
AGT87907683,Renewed,38,41,POL35880668
AGT90584467,Renewed,26,41,POL09718181
AGT19001338,Pending,11,48,POL71221796
AGT01957675,Not Renewed,26,88,POL11657273
AGT82267157,Renewed,27,7,POL13040382
AGT68150519,Pending,21,90,POL81188650
AGT87038746,Pending,16,60,POL94226268
AGT92407911,Not Renewed,47,5,POL72474540
AGT12745325,Renewed,5,3,POL95614962
AGT83741350,Pending,42,25,POL09396530
AGT65381112,Renewed,17,62,POL72359932
AGT12196542,Not Renewed,3,66,POL87284738
AGT08440362,Not Renewed,15,59,POL79841700
AGT61888009,Pending,16,49,POL05346693
AGT40411906,Pending,3,7,POL04666316
AGT08760958,Renewed,34,12,POL23939811
AGT53728572,Pending,12,85,POL14694740
AGT54847848,Pending,47,90,POL50904690
AGT12644830,Not Renewed,11,84,POL84945685
AGT12047708,Not Renewed,23,86,POL45056410
AGT70082049,Renewed,29,4,POL18917162
AGT73271621,Pending,46,88,POL93569527
AGT65252928,Renewed,50,47,POL08022082
AGT66913929,Not Renewed,49,57,POL39776148
AGT74137577,Renewed,13,33,POL59128367
AGT43818126,Not Renewed,11,29,POL25339559
AGT85289655,Not Renewed,20,99,POL99509489
AGT48276304,Not Renewed,4,59,POL24131589
AGT48009991,Renewed,13,66,POL53014679
AGT81051457,Pending,29,52,POL36551695
AGT22465983,Renewed,24,50,POL45897709
AGT01360304,Renewed,28,40,POL24059480
AGT80295610,Not Renewed,48,75,POL34097370
AGT01350860,Not Renewed,10,66,POL20155433
AGT27454585,Pending,13,43,POL88048338
AGT02753904,Renewed,6,67,POL08306459
AGT79967636,Pending,31,6,POL83627294
AGT37970728,Renewed,3,64,POL67370723
AGT89576929,Pending,25,69,POL56855277
AGT01111005,Pending,35,64,POL71025279
AGT99684115,Pending,25,83,POL89877141
AGT55087260,Pending,14,57,POL46278459
AGT36115102,Pending,23,55,POL23225249
AGT56728658,Pending,32,57,POL97046010
AGT86390824,Not Renewed,23,2,POL04685108
AGT00933866,Pending,3,9,POL41128359
AGT92270918,Not Renewed,27,93,POL93053026
AGT58561478,Pending,4,83,POL48548690
AGT01113931,Not Renewed,36,63,POL09899083
AGT89225455,Pending,44,43,POL28544968
AGT64437433,Renewed,31,6,POL32747822
AGT96236787,Pending,8,4,POL40953889
AGT24033642,Renewed,2,22,POL71377159
AGT97506551,Renewed,29,6,POL12620607
AGT66796507,Not Renewed,3,34,POL03542172
AGT55983694,Pending,43,41,POL19062916
AGT36026092,Not Renewed,2,4,POL79030894
AGT57758009,Pending,14,70,POL24466673
AGT53183311,Renewed,12,77,POL95548739
AGT93786770,Renewed,40,29,POL06082159
AGT38953307,Renewed,35,76,POL61268918
AGT49783764,Not Renewed,7,62,POL43684594
AGT11414045,Pending,41,90,POL48638488
AGT83280282,Not Renewed,31,69,POL79633584
AGT63921402,Renewed,21,13,POL05425412
AGT27921814,Pending,42,94,POL03268061
AGT49220586,Pending,35,79,POL58046238
AGT39898360,Renewed,48,37,POL00555987
AGT76649866,Pending,48,85,POL64301411
AGT85859495,Not Renewed,2,9,POL44117650
AGT12147508,Renewed,5,29,POL96996630
AGT29687618,Not Renewed,37,65,POL29698184
AGT53573598,Renewed,35,26,POL61337531
AGT66271496,Pending,4,91,POL87102563
AGT41949820,Not Renewed,44,96,POL19165656
AGT22159387,Renewed,18,45,POL83494214
AGT57094942,Renewed,16,31,POL44698969
AGT00610173,Pending,34,52,POL03681890
AGT78932677,Renewed,22,13,POL82827765
AGT35840667,Pending,7,32,POL58468979
AGT53770577,Not Renewed,14,63,POL04129775
AGT14110319,Renewed,34,9,POL05174448
AGT08337546,Not Renewed,23,95,POL13757692
AGT79130628,Pending,32,36,POL22546780
AGT98045301,Renewed,33,33,POL13870747
AGT44739041,Not Renewed,19,42,POL41691326
AGT87088719,Renewed,15,10,POL80649448
AGT45603933,Pending,26,69,POL96055104
AGT12066319,Renewed,17,24,POL64820224
AGT36736858,Not Renewed,15,72,POL23605253
AGT01985877,Pending,18,70,POL52061885
AGT52368266,Pending,15,80,POL54766419
AGT42307078,Not Renewed,40,97,POL60396773
AGT50531684,Not Renewed,22,56,POL39100560
AGT53760555,Not Renewed,14,53,POL73957943
AGT76320354,Pending,39,29,POL07510316
AGT98177414,Renewed,16,2,POL32316303
AGT23123825,Pending,48,82,POL70355052
AGT82962289,Pending,17,82,POL35831200
AGT55917478,Pending,19,19,POL43810674
AGT69112257,Renewed,41,4,POL29566487
AGT78005125,Not Renewed,34,87,POL83125745
AGT51687766,Pending,10,99,POL96105992
AGT71225620,Pending,41,74,POL14232641
AGT95803695,Not Renewed,27,2,POL70276690
AGT64216467,Renewed,38,89,POL83845394
AGT95692283,Not Renewed,18,78,POL18936768
AGT32542493,Renewed,18,62,POL88646934
AGT89233360,Pending,32,79,POL31150343
AGT77609963,Not Renewed,2,94,POL77590064
AGT37142335,Renewed,0,72,POL87958361
AGT45378530,Not Renewed,9,57,POL01957491
AGT65973858,Pending,26,94,POL32669368
AGT54072780,Not Renewed,39,95,POL47434227
AGT63064118,Renewed,35,3,POL77202133
AGT12774314,Not Renewed,44,99,POL47001756
AGT99175092,Renewed,49,44,POL81675097
AGT82254002,Pending,26,65,POL87932414
AGT47758772,Pending,5,49,POL64120908
AGT52157385,Not Renewed,7,53,POL83057308
AGT10752762,Not Renewed,32,57,POL23057519
AGT59548553,Pending,23,64,POL35891090
AGT50505613,Renewed,3,39,POL93399992
AGT72977438,Pending,43,94,POL50710696
AGT52696089,Renewed,28,93,POL82014099
AGT85577925,Renewed,0,58,POL25023935
AGT14129625,Not Renewed,22,48,POL15028588
AGT04610236,Not Renewed,4,56,POL93527045
AGT15119685,Renewed,17,48,POL11591403
AGT34467657,Renewed,36,86,POL45693467
AGT06903946,Pending,8,20,POL20256570
AGT81122075,Pending,3,59,POL90485670
AGT49772332,Not Renewed,42,37,POL16874164
AGT16870877,Not Renewed,34,41,POL94407943
AGT28736170,Renewed,21,42,POL66935971
AGT22671453,Renewed,28,55,POL00285080
AGT87594230,Pending,8,47,POL56375042
AGT08001632,Renewed,32,12,POL23995965
AGT09931093,Not Renewed,34,26,POL17257260
AGT44007777,Pending,39,32,POL47359207
AGT93999005,Not Renewed,14,28,POL25690244
AGT38622105,Pending,31,9,POL56082024
AGT97064246,Pending,26,1,POL83477672
AGT26724099,Not Renewed,0,11,POL35251275
AGT51840786,Not Renewed,23,8,POL88925713
